!NODE
       1,   0.00000000E+00,  -0.50000000E+01,  -0.50000000E+01
       2,   0.20000000E+01,  -0.50000000E+01,  -0.50000000E+01
       3,   0.40000000E+01,  -0.50000000E+01,  -0.50000000E+01
       4,   0.60000000E+01,  -0.50000000E+01,  -0.50000000E+01
       5,   0.80000000E+01,  -0.50000000E+01,  -0.50000000E+01
       6,   0.10000000E+02,  -0.50000000E+01,  -0.50000000E+01
       7,   0.12000000E+02,  -0.50000000E+01,  -0.50000000E+01
       8,   0.14000000E+02,  -0.50000000E+01,  -0.50000000E+01
       9,   0.16000000E+02,  -0.50000000E+01,  -0.50000000E+01
      10,   0.18000000E+02,  -0.50000000E+01,  -0.50000000E+01
      11,   0.20000000E+02,  -0.50000000E+01,  -0.50000000E+01
      12,   0.22000000E+02,  -0.50000000E+01,  -0.50000000E+01
      13,   0.24000000E+02,  -0.50000000E+01,  -0.50000000E+01
      14,   0.26000000E+02,  -0.50000000E+01,  -0.50000000E+01
      15,   0.28000000E+02,  -0.50000000E+01,  -0.50000000E+01
      16,   0.30000000E+02,  -0.50000000E+01,  -0.50000000E+01
      17,   0.32000000E+02,  -0.50000000E+01,  -0.50000000E+01
      18,   0.34000000E+02,  -0.50000000E+01,  -0.50000000E+01
      19,   0.36000000E+02,  -0.50000000E+01,  -0.50000000E+01
      20,   0.38000000E+02,  -0.50000000E+01,  -0.50000000E+01
      21,   0.40000000E+02,  -0.50000000E+01,  -0.50000000E+01
      22,   0.42000000E+02,  -0.50000000E+01,  -0.50000000E+01
      23,   0.44000000E+02,  -0.50000000E+01,  -0.50000000E+01
      24,   0.46000000E+02,  -0.50000000E+01,  -0.50000000E+01
      25,   0.48000000E+02,  -0.50000000E+01,  -0.50000000E+01
      26,   0.50000000E+02,  -0.50000000E+01,  -0.50000000E+01
      27,   0.52000000E+02,  -0.50000000E+01,  -0.50000000E+01
      28,   0.54000000E+02,  -0.50000000E+01,  -0.50000000E+01
      29,   0.56000000E+02,  -0.50000000E+01,  -0.50000000E+01
      30,   0.58000000E+02,  -0.50000000E+01,  -0.50000000E+01
      31,   0.60000000E+02,  -0.50000000E+01,  -0.50000000E+01
      32,   0.62000000E+02,  -0.50000000E+01,  -0.50000000E+01
      33,   0.64000000E+02,  -0.50000000E+01,  -0.50000000E+01
      34,   0.66000000E+02,  -0.50000000E+01,  -0.50000000E+01
      35,   0.68000000E+02,  -0.50000000E+01,  -0.50000000E+01
      36,   0.70000000E+02,  -0.50000000E+01,  -0.50000000E+01
      37,   0.72000000E+02,  -0.50000000E+01,  -0.50000000E+01
      38,   0.74000000E+02,  -0.50000000E+01,  -0.50000000E+01
      39,   0.76000000E+02,  -0.50000000E+01,  -0.50000000E+01
      40,   0.78000000E+02,  -0.50000000E+01,  -0.50000000E+01
      41,   0.80000000E+02,  -0.50000000E+01,  -0.50000000E+01
      42,   0.82000000E+02,  -0.50000000E+01,  -0.50000000E+01
      43,   0.84000000E+02,  -0.50000000E+01,  -0.50000000E+01
      44,   0.86000000E+02,  -0.50000000E+01,  -0.50000000E+01
      45,   0.88000000E+02,  -0.50000000E+01,  -0.50000000E+01
      46,   0.90000000E+02,  -0.50000000E+01,  -0.50000000E+01
      47,   0.92000000E+02,  -0.50000000E+01,  -0.50000000E+01
      48,   0.94000000E+02,  -0.50000000E+01,  -0.50000000E+01
      49,   0.96000000E+02,  -0.50000000E+01,  -0.50000000E+01
      50,   0.98000000E+02,  -0.50000000E+01,  -0.50000000E+01
      51,   0.10000000E+03,  -0.50000000E+01,  -0.50000000E+01
      52,   0.00000000E+00,   0.00000000E+00,  -0.50000000E+01
      53,   0.20000000E+01,   0.00000000E+00,  -0.50000000E+01
      54,   0.40000000E+01,   0.00000000E+00,  -0.50000000E+01
      55,   0.60000000E+01,   0.00000000E+00,  -0.50000000E+01
      56,   0.80000000E+01,   0.00000000E+00,  -0.50000000E+01
      57,   0.10000000E+02,   0.00000000E+00,  -0.50000000E+01
      58,   0.12000000E+02,   0.00000000E+00,  -0.50000000E+01
      59,   0.14000000E+02,   0.00000000E+00,  -0.50000000E+01
      60,   0.16000000E+02,   0.00000000E+00,  -0.50000000E+01
      61,   0.18000000E+02,   0.00000000E+00,  -0.50000000E+01
      62,   0.20000000E+02,   0.00000000E+00,  -0.50000000E+01
      63,   0.22000000E+02,   0.00000000E+00,  -0.50000000E+01
      64,   0.24000000E+02,   0.00000000E+00,  -0.50000000E+01
      65,   0.26000000E+02,   0.00000000E+00,  -0.50000000E+01
      66,   0.28000000E+02,   0.00000000E+00,  -0.50000000E+01
      67,   0.30000000E+02,   0.00000000E+00,  -0.50000000E+01
      68,   0.32000000E+02,   0.00000000E+00,  -0.50000000E+01
      69,   0.34000000E+02,   0.00000000E+00,  -0.50000000E+01
      70,   0.36000000E+02,   0.00000000E+00,  -0.50000000E+01
      71,   0.38000000E+02,   0.00000000E+00,  -0.50000000E+01
      72,   0.40000000E+02,   0.00000000E+00,  -0.50000000E+01
      73,   0.42000000E+02,   0.00000000E+00,  -0.50000000E+01
      74,   0.44000000E+02,   0.00000000E+00,  -0.50000000E+01
      75,   0.46000000E+02,   0.00000000E+00,  -0.50000000E+01
      76,   0.48000000E+02,   0.00000000E+00,  -0.50000000E+01
      77,   0.50000000E+02,   0.00000000E+00,  -0.50000000E+01
      78,   0.52000000E+02,   0.00000000E+00,  -0.50000000E+01
      79,   0.54000000E+02,   0.00000000E+00,  -0.50000000E+01
      80,   0.56000000E+02,   0.00000000E+00,  -0.50000000E+01
      81,   0.58000000E+02,   0.00000000E+00,  -0.50000000E+01
      82,   0.60000000E+02,   0.00000000E+00,  -0.50000000E+01
      83,   0.62000000E+02,   0.00000000E+00,  -0.50000000E+01
      84,   0.64000000E+02,   0.00000000E+00,  -0.50000000E+01
